resent_deserve,resent_slavery,resent_try,resent_workway,ofcrec_vp_correct,ofcrec_speaker_correct,ofcrec_cj_correct,knowl_senmaj,knowl_housemaj,gender_respondent_x,sample_region,relig_church,pid_self,paprofile_libcon_self,dem_edugroup_x,dem_raceeth_x,dem_age_r_x,inc_incgroup_pre,ftcasi_black,egal_equal,egal_toofar,egal_bigprob,egal_worryless,egal_notbigprob,egal_fewerprobs,govrole_big,govrole_market,paprofile_freqpolit_socmedia,knowl_senmaj_f,knowl_housemaj_f,pid_dum_dem,female,south,soph,egal_scale,econ_indiv,resent_deserve_f,resent_slavery_f,resent_try_f,resent_workway_f,year,resent_deserve_m,resent_try_m,resent_workway_m,resent_slavery_m
5,5,5,5,1,0,0,0,1,1,2,2,1,4,2,1,84,7,50,5,2,4,2,2,4,0,0,5,Incorrect,Correct,1,0,0,0.4,0.6333333333333333,0,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,5,4,4,1,0,1,1,1,1,2,2,3,4,2,1,64,11,85,5,3,4,4,4,4,0,0,2,Correct,Correct,0,0,0,0.8,0.8,0,Disagree,Disagree Strongly,Agree,Agree,2012,4,4,4,5
4,4,4,5,1,1,1,1,1,1,3,1,2,6,2,1,63,11,85,4,2,3,3,4,4,1,0,3,Correct,Correct,0,0,1,1,0.6666666666666666,0.5,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
2,2,1,1,1,1,1,1,1,2,1,2,1,2,3,1,66,24,100,5,5,5,4,2,5,0,0,4,Correct,Correct,1,1,0,1,0.8666666666666667,0,Agree,Agree,Disagree Strongly,Disagree Strongly,2012,2,1,1,2
2,5,4,5,1,0,0,0,1,2,4,2,3,4,3,1,79,11,70,5,2,4,1,3,3,1,1,2,Incorrect,Correct,0,1,0,0.4,0.6,1,Agree,Disagree Strongly,Agree,Agree Strongly,2012,2,4,5,5
5,5,4,3,1,0,0,1,1,1,3,1,2,5,4,1,39,15,75,2,2,2,2,4,3,1,1,3,Correct,Correct,0,0,1,0.6,0.5,1,Disagree Strongly,Disagree Strongly,Agree,Neither,2012,5,4,3,5
4,2,1,3,1,0,0,0,1,2,4,2,1,4,2,1,44,12,100,5,5,3,5,3,3,0,0,2,Incorrect,Correct,1,1,0,0.4,0.8,0,Disagree,Agree,Disagree Strongly,Neither,2012,4,1,3,2
5,2,2,4,1,1,1,1,1,2,3,2,2,6,3,1,71,15,50,3,2,3,3,3,3,1,1,1,Correct,Correct,0,1,1,1,0.5666666666666667,1,Disagree Strongly,Agree,Disagree,Agree,2012,5,2,4,2
4,2,4,4,1,0,0,1,0,2,3,1,2,3,4,1,36,28,30,4,3,4,2,2,4,0,0,4,Correct,Incorrect,0,1,1,0.4,0.6333333333333333,0,Disagree,Agree,Agree,Agree,2012,4,4,4,2
5,4,4,5,1,1,0,1,1,2,3,1,3,6,3,1,51,20,50,1,1,1,1,3,1,1,1,5,Correct,Correct,0,1,1,0.8,0.26666666666666666,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
3,2,1,1,1,1,1,0,1,1,3,1,1,3,5,1,44,26,85,5,5,5,4,5,5,0,0,2,Incorrect,Correct,1,0,1,0.8,0.9666666666666667,0,Neither,Agree,Disagree Strongly,Disagree Strongly,2012,3,1,1,2
5,4,3,4,1,1,1,1,1,1,3,1,1,2,5,1,59,24,90,3,3,3,3,4,3,0,0,4,Correct,Correct,1,0,1,1,0.6333333333333333,0,Disagree Strongly,Disagree,Neither,Agree,2012,5,3,4,4
4,4,3,4,1,1,0,1,1,2,4,2,2,5,4,1,33,21,75,2,2,1,2,3,3,1,1,1,Correct,Correct,0,1,0,0.8,0.43333333333333335,1,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
3,4,2,5,1,0,0,0,1,2,2,2,3,4,3,1,23,15,80,2,3,2,2,3,2,1,1,4,Incorrect,Correct,0,1,0,0.4,0.4666666666666667,1,Neither,Disagree,Disagree,Agree Strongly,2012,3,2,5,4
5,5,5,5,1,1,1,1,1,2,3,1,2,6,3,1,51,25,40,2,1,1,1,2,2,1,1,4,Correct,Correct,0,1,1,1,0.3,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,4,4,4,1,0,0,1,1,1,3,2,2,6,2,1,63,5,70,4,3,4,4,4,2,1,1,4,Correct,Correct,0,0,1,0.6,0.7,1,Disagree Strongly,Disagree,Agree,Agree,2012,5,4,4,4
5,5,5,5,1,1,0,1,1,1,4,2,2,4,3,1,37,21,70,3,1,1,2,2,3,1,1,5,Correct,Correct,0,0,0,0.8,0.4,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,4,4,1,1,0,1,0,1,4,1,2,5,3,1,42,20,80,2,3,2,2,3,2,1,1,5,Correct,Incorrect,0,0,0,0.6,0.4666666666666667,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
3,2,2,3,1,1,1,0,0,1,1,2,3,4,3,1,67,11,85,5,5,4,5,5,5,0,0,4,Incorrect,Incorrect,0,0,0,0.6,0.9666666666666667,0,Neither,Agree,Disagree,Neither,2012,3,2,3,2
1,2,5,5,1,1,0,1,0,2,1,2,2,3,1,1,51,13,50,5,2,3,2,2,4,1,0,2,Correct,Incorrect,0,1,0,0.6,0.6,0.5,Agree Strongly,Agree,Agree Strongly,Agree Strongly,2012,1,5,5,2
5,5,5,5,1,1,0,1,1,1,2,1,2,6,3,1,42,19,50,3,2,1,3,5,3,1,1,2,Correct,Correct,0,0,0,0.8,0.5666666666666667,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
2,2,1,2,1,1,0,1,1,2,4,2,1,2,4,1,52,16,80,2,5,2,4,4,4,0,0,1,Correct,Correct,1,1,0,0.8,0.7,0,Agree,Agree,Disagree Strongly,Disagree,2012,2,1,2,2
4,5,4,4,1,1,0,1,1,1,2,2,3,7,3,1,56,11,60,2,3,1,2,3,2,1,1,2,Correct,Correct,0,0,0,0.8,0.43333333333333335,1,Disagree,Disagree Strongly,Agree,Agree,2012,4,4,4,5
3,2,2,2,1,1,1,1,1,1,2,1,3,5,4,1,60,27,75,5,5,3,2,4,4,1,1,2,Correct,Correct,0,0,0,1,0.7666666666666667,1,Neither,Agree,Disagree,Disagree,2012,3,2,2,2
4,1,1,1,1,1,1,1,1,2,4,2,3,1,3,1,40,12,100,5,5,3,5,4,4,0,0,2,Correct,Correct,0,1,0,1,0.8666666666666667,0,Disagree,Agree Strongly,Disagree Strongly,Disagree Strongly,2012,4,1,1,1
5,5,4,5,1,0,0,0,0,2,3,1,3,4,3,1,83,17,60,5,3,3,3,2,3,1,1,5,Incorrect,Incorrect,0,1,1,0.2,0.6333333333333333,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
5,5,5,5,1,0,0,1,1,2,2,2,3,4,2,1,53,1,45,4,3,4,1,4,3,1,1,5,Correct,Correct,0,1,0,0.6,0.6333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,2,4,1,1,1,1,1,1,3,1,3,5,5,1,54,26,50,5,3,3,4,3,2,1,1,4,Correct,Correct,0,0,1,1,0.6666666666666666,1,Disagree,Disagree,Disagree,Agree,2012,4,2,4,4
5,4,3,4,1,1,0,1,0,1,2,2,1,4,2,1,39,8,40,5,5,3,4,4,4,0,0,5,Correct,Incorrect,1,0,0,0.6,0.8333333333333334,0,Disagree Strongly,Disagree,Neither,Agree,2012,5,3,4,4
5,5,4,5,1,0,0,1,1,1,1,2,2,3,3,1,64,12,60,4,1,4,2,2,3,1,1,4,Correct,Correct,0,0,0,0.6,0.5333333333333333,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
4,4,1,2,1,0,1,0,0,1,4,1,3,5,5,1,65,15,70,3,4,3,4,4,4,1,0,5,Incorrect,Incorrect,0,0,0,0.4,0.7333333333333333,0.5,Disagree,Disagree,Disagree Strongly,Disagree,2012,4,1,2,4
1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,23,9,50,5,5,5,5,5,5,0,0,2,Correct,Correct,1,0,0,1,1,0,Agree Strongly,Agree Strongly,Disagree Strongly,Disagree Strongly,2012,1,1,1,1
2,2,1,3,1,1,0,1,1,2,4,2,1,2,2,1,53,19,100,5,5,4,2,5,5,0,0,3,Correct,Correct,1,1,0,0.8,0.8666666666666667,0,Agree,Agree,Disagree Strongly,Neither,2012,2,1,3,2
2,1,1,1,1,1,1,1,1,2,1,1,1,2,5,1,54,27,50,5,5,5,5,5,4,0,0,5,Correct,Correct,1,1,0,1,0.9666666666666667,0,Agree,Agree Strongly,Disagree Strongly,Disagree Strongly,2012,2,1,1,1
4,4,3,4,1,1,1,1,1,1,1,1,1,4,5,1,63,28,50,4,4,3,3,3,3,0,0,5,Correct,Correct,1,0,0,1,0.6666666666666666,0,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
5,5,5,5,0,1,1,1,1,1,1,1,2,6,2,1,57,18,60,3,2,2,2,4,4,1,0,4,Correct,Correct,0,0,0,0.8,0.5666666666666667,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,2,4,5,1,0,1,1,1,2,3,1,2,4,3,1,39,16,40,4,3,2,2,4,3,1,0,1,Correct,Correct,0,1,1,0.8,0.6,0.5,Disagree Strongly,Agree,Agree,Agree Strongly,2012,5,4,5,2
5,5,5,5,1,1,1,1,1,2,2,1,1,4,3,1,55,12,10,3,4,5,3,2,4,1,0,4,Correct,Correct,1,1,0,1,0.7,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,5,4,3,1,1,1,1,1,1,4,1,2,6,4,1,34,26,75,3,1,2,1,2,2,1,1,5,Correct,Correct,0,0,0,1,0.36666666666666664,1,Disagree Strongly,Disagree Strongly,Agree,Neither,2012,5,4,3,5
2,2,2,3,1,1,1,0,1,2,3,2,1,3,5,1,51,23,50,4,1,4,4,4,4,0,0,2,Incorrect,Correct,1,1,1,0.8,0.7,0,Agree,Agree,Disagree,Neither,2012,2,2,3,2
5,5,4,5,1,1,1,1,1,1,3,1,2,7,4,1,39,24,70,4,2,2,2,4,1,1,1,4,Correct,Correct,0,0,1,1,0.5,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
4,4,4,4,1,1,1,0,0,1,4,2,1,4,3,1,55,13,60,5,4,4,3,5,4,1,0,5,Incorrect,Incorrect,1,0,0,0.6,0.8333333333333334,0.5,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,2,1,4,1,0,0,1,1,1,1,1,1,2,4,1,49,21,50,2,4,4,4,5,4,1,0,4,Correct,Correct,1,0,0,0.6,0.7666666666666667,0.5,Disagree,Agree,Disagree Strongly,Agree,2012,4,1,4,2
5,5,4,5,1,0,0,1,1,2,4,2,2,6,3,1,45,20,85,3,4,3,2,3,2,1,0,1,Correct,Correct,0,1,0,0.6,0.5666666666666667,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
5,5,5,5,1,1,1,1,1,2,4,1,2,6,4,1,63,16,80,1,1,1,1,2,2,1,1,5,Correct,Correct,0,1,0,1,0.26666666666666666,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,5,4,4,1,0,1,1,1,2,3,1,2,5,4,1,64,25,70,4,3,3,2,3,3,1,0,5,Correct,Correct,0,1,1,0.8,0.6,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree,2012,5,4,4,5
5,5,5,5,1,1,1,0,0,1,2,1,3,4,4,1,31,20,20,3,2,3,3,3,3,1,1,5,Incorrect,Incorrect,0,0,0,0.6,0.5666666666666667,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,2,2,2,1,0,0,1,1,2,2,2,1,4,3,1,24,23,70,4,5,4,4,5,4,1,1,3,Correct,Correct,1,1,0,0.6,0.8666666666666667,1,Neither,Agree,Disagree,Disagree,2012,3,2,2,2
5,5,4,5,1,1,0,1,1,1,4,1,3,6,3,1,59,22,40,5,1,1,1,2,1,1,1,5,Correct,Correct,0,0,0,0.8,0.36666666666666664,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
4,4,5,5,1,1,0,1,1,1,3,1,2,6,2,1,75,11,85,5,2,4,1,2,3,1,1,4,Correct,Correct,0,0,1,0.8,0.5666666666666667,1,Disagree,Disagree,Agree Strongly,Agree Strongly,2012,4,5,5,4
2,4,4,4,1,0,0,1,0,2,4,1,2,7,3,1,49,22,85,4,2,2,3,3,3,1,1,5,Correct,Incorrect,0,1,0,0.4,0.5666666666666667,1,Agree,Disagree,Agree,Agree,2012,2,4,4,4
4,4,3,4,1,1,0,0,1,1,1,2,3,4,2,1,21,1,90,4,2,2,2,4,4,1,0,4,Incorrect,Correct,0,0,0,0.6,0.6,0.5,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
4,2,4,4,1,1,1,0,0,2,3,1,2,6,4,1,57,20,40,4,2,2,2,2,2,1,1,2,Incorrect,Incorrect,0,1,1,0.6,0.4666666666666667,1,Disagree,Agree,Agree,Agree,2012,4,4,4,2
4,3,4,4,1,0,0,1,0,2,2,2,1,3,2,1,63,12,85,5,3,3,3,4,4,0,0,4,Correct,Incorrect,1,1,0,0.4,0.7333333333333333,0,Disagree,Neither,Agree,Agree,2012,4,4,4,3
5,5,5,5,1,0,0,0,0,2,3,1,3,4,4,1,50,1,30,4,2,2,2,2,1,1,1,4,Incorrect,Incorrect,0,1,1,0.2,0.43333333333333335,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,5,4,5,1,0,1,1,1,1,1,2,2,4,2,1,21,1,76,3,4,4,3,3,3,1,1,5,Correct,Correct,0,0,0,0.8,0.6666666666666666,1,Neither,Disagree Strongly,Agree,Agree Strongly,2012,3,4,5,5
3,3,4,3,1,0,0,1,0,1,3,1,2,5,2,1,78,9,85,4,3,4,3,4,4,0,1,5,Correct,Incorrect,0,0,1,0.4,0.7333333333333333,0.5,Neither,Neither,Agree,Neither,2012,3,4,3,3
4,2,4,4,1,1,0,1,1,2,1,2,2,6,2,1,60,26,60,1,1,1,1,1,1,1,1,5,Correct,Correct,0,1,0,0.8,0.2,1,Disagree,Agree,Agree,Agree,2012,4,4,4,2
4,2,4,4,1,1,0,1,0,2,3,1,2,6,3,1,57,26,60,5,3,3,2,3,3,1,0,3,Correct,Incorrect,0,1,1,0.6,0.6333333333333333,0.5,Disagree,Agree,Agree,Agree,2012,4,4,4,2
3,2,3,3,1,1,1,1,1,1,3,2,1,3,3,1,54,15,60,4,4,3,2,3,2,0,0,3,Correct,Correct,1,0,1,1,0.6,0,Neither,Agree,Neither,Neither,2012,3,3,3,2
4,4,2,4,1,1,1,1,1,2,2,2,1,3,4,1,42,22,85,4,4,3,4,4,3,0,0,3,Correct,Correct,1,1,0,1,0.7333333333333333,0,Disagree,Disagree,Disagree,Agree,2012,4,2,4,4
5,4,4,5,1,0,1,0,0,2,3,1,2,6,2,1,54,28,40,2,2,2,2,2,3,1,1,4,Incorrect,Incorrect,0,1,1,0.4,0.43333333333333335,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
5,5,3,4,1,1,1,1,1,1,3,1,3,6,4,1,64,23,85,5,1,1,2,5,2,1,1,2,Correct,Correct,0,0,1,1,0.5333333333333333,1,Disagree Strongly,Disagree Strongly,Neither,Agree,2012,5,3,4,5
5,5,5,5,1,0,0,1,1,2,3,2,3,6,3,1,58,10,15,5,4,2,2,2,4,1,1,5,Correct,Correct,0,1,1,0.6,0.6333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,4,5,1,0,1,0,0,2,4,2,2,4,2,1,47,24,90,3,2,3,2,3,2,1,1,2,Incorrect,Incorrect,0,1,0,0.4,0.5,1,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
5,5,5,4,1,1,1,1,1,1,4,1,3,5,4,1,62,19,47,3,2,2,2,2,4,1,1,1,Correct,Correct,0,0,0,1,0.5,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree,2012,5,5,4,5
3,4,3,3,1,0,0,1,1,2,1,1,2,6,4,1,55,5,50,3,3,3,3,3,4,0,0,4,Correct,Correct,0,1,0,0.6,0.6333333333333333,0,Neither,Disagree,Neither,Neither,2012,3,3,3,4
5,4,2,3,1,1,1,1,1,1,2,2,2,5,4,1,51,21,75,4,3,2,3,4,3,1,1,3,Correct,Correct,0,0,0,1,0.6333333333333333,1,Disagree Strongly,Disagree,Disagree,Neither,2012,5,2,3,4
4,5,4,5,1,0,0,1,1,2,2,2,3,4,3,1,42,21,85,3,4,2,3,4,4,1,1,4,Correct,Correct,0,1,0,0.6,0.6666666666666666,1,Disagree,Disagree Strongly,Agree,Agree Strongly,2012,4,4,5,5
3,4,3,3,1,1,0,1,1,1,3,2,1,4,2,1,47,17,80,5,3,3,3,4,3,0,0,4,Correct,Correct,1,0,1,0.8,0.7,0,Neither,Disagree,Neither,Neither,2012,3,3,3,4
4,2,2,4,1,1,0,0,1,2,2,1,2,5,3,1,62,25,60,2,4,2,4,4,4,1,0,5,Incorrect,Correct,0,1,0,0.6,0.6666666666666666,0.5,Disagree,Agree,Disagree,Agree,2012,4,2,4,2
4,5,3,4,1,1,1,1,1,2,3,1,3,6,4,1,58,27,70,3,2,1,1,2,2,1,1,3,Correct,Correct,0,1,1,1,0.36666666666666664,1,Disagree,Disagree Strongly,Neither,Agree,2012,4,3,4,5
4,4,4,5,1,1,0,1,1,1,3,1,1,2,2,1,67,1,80,5,5,5,5,3,5,1,0,4,Correct,Correct,1,0,1,0.8,0.9333333333333333,0.5,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
3,5,2,3,1,0,0,1,1,2,2,1,1,4,2,1,77,15,50,5,2,4,2,3,4,1,1,5,Correct,Correct,1,1,0,0.6,0.6666666666666666,1,Neither,Disagree Strongly,Disagree,Neither,2012,3,2,3,5
4,2,3,4,1,1,1,1,1,1,4,1,2,6,5,1,43,26,50,4,2,2,2,2,3,1,1,5,Correct,Correct,0,0,0,1,0.5,1,Disagree,Agree,Neither,Agree,2012,4,3,4,2
4,2,3,3,1,1,1,1,1,1,3,2,3,6,3,1,19,21,100,5,4,3,4,4,4,1,1,3,Correct,Correct,0,0,1,1,0.8,1,Disagree,Agree,Neither,Neither,2012,4,3,3,2
3,2,3,2,1,1,1,1,1,1,4,2,3,2,5,1,43,20,45,4,3,4,4,2,4,0,0,3,Correct,Correct,0,0,0,1,0.7,0,Neither,Agree,Neither,Disagree,2012,3,3,2,2
3,3,2,2,1,0,0,1,1,2,2,1,1,3,4,1,64,16,65,5,5,4,5,5,4,0,0,3,Correct,Correct,1,1,0,0.6,0.9333333333333333,0,Neither,Neither,Disagree,Disagree,2012,3,2,2,3
5,5,4,5,1,1,1,1,1,1,4,1,2,7,4,1,59,7,50,1,1,1,1,2,1,1,1,1,Correct,Correct,0,0,0,1,0.23333333333333334,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
4,4,4,4,1,1,1,1,1,1,2,1,1,5,2,1,71,17,85,4,2,2,4,4,4,1,1,5,Correct,Correct,1,0,0,1,0.6666666666666666,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
5,3,4,4,1,1,0,1,1,2,3,1,2,7,5,1,53,22,50,5,1,4,4,4,4,1,1,4,Correct,Correct,0,1,1,0.8,0.7333333333333333,1,Disagree Strongly,Neither,Agree,Agree,2012,5,4,4,3
5,4,5,5,1,1,1,1,1,2,3,2,2,5,3,1,19,21,60,3,1,1,2,2,3,1,1,2,Correct,Correct,0,1,1,1,0.4,1,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,2012,5,5,5,4
5,5,5,5,1,0,0,0,1,1,2,1,3,2,2,1,18,1,50,5,1,5,2,3,3,1,0,5,Incorrect,Correct,0,0,0,0.4,0.6333333333333333,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,4,4,4,1,1,1,1,1,1,3,1,2,6,4,1,47,24,50,4,3,2,2,5,2,1,1,5,Correct,Correct,0,0,1,1,0.6,1,Neither,Disagree,Agree,Agree,2012,3,4,4,4
4,5,3,5,1,1,1,1,1,1,3,1,2,5,4,1,42,22,50,2,2,1,1,2,2,1,1,1,Correct,Correct,0,0,1,1,0.3333333333333333,1,Disagree,Disagree Strongly,Neither,Agree Strongly,2012,4,3,5,5
4,4,3,3,0,0,0,1,0,1,2,2,1,4,3,1,49,19,50,3,4,3,3,2,2,1,0,2,Correct,Incorrect,1,0,0,0.2,0.5666666666666667,0.5,Disagree,Disagree,Neither,Neither,2012,4,3,3,4
3,1,2,4,1,1,1,1,1,1,4,2,3,4,3,1,39,3,85,5,5,5,5,5,5,1,1,1,Correct,Correct,0,0,0,1,1,1,Neither,Agree Strongly,Disagree,Agree,2012,3,2,4,1
5,2,4,5,1,1,1,1,1,2,2,1,2,6,4,1,70,12,85,5,2,2,1,1,2,1,1,5,Correct,Correct,0,1,0,1,0.43333333333333335,1,Disagree Strongly,Agree,Agree,Agree Strongly,2012,5,4,5,2
5,4,3,5,1,1,0,1,1,1,3,1,1,4,5,1,68,15,82,4,2,4,2,2,1,0,0,5,Correct,Correct,1,0,1,0.8,0.5,0,Disagree Strongly,Disagree,Neither,Agree Strongly,2012,5,3,5,4
5,5,5,4,1,1,1,1,1,2,1,1,2,6,3,1,58,21,85,2,3,2,3,4,2,1,1,1,Correct,Correct,0,1,0,1,0.5333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree,2012,5,5,4,5
5,4,3,4,1,0,0,0,0,1,2,1,2,6,4,1,51,28,85,4,3,1,2,2,2,1,1,4,Incorrect,Incorrect,0,0,0,0.2,0.4666666666666667,1,Disagree Strongly,Disagree,Neither,Agree,2012,5,3,4,4
3,4,2,2,1,1,1,1,1,2,4,1,1,2,4,1,52,23,70,5,5,4,5,5,4,0,0,4,Correct,Correct,1,1,0,1,0.9333333333333333,0,Neither,Disagree,Disagree,Disagree,2012,3,2,2,4
5,5,4,5,1,0,0,0,1,2,2,2,1,5,5,1,61,15,15,4,3,3,3,3,4,1,0,5,Incorrect,Correct,1,1,0,0.4,0.6666666666666666,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
5,5,5,5,1,1,1,1,1,1,3,2,3,7,3,1,57,11,40,5,5,5,2,4,1,1,1,4,Correct,Correct,0,0,1,1,0.7333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,3,1,3,0,0,1,0,1,2,2,1,3,3,5,1,64,20,90,5,5,4,2,3,3,0,0,5,Incorrect,Correct,0,1,0,0.4,0.7333333333333333,0,Disagree,Neither,Disagree Strongly,Neither,2012,4,1,3,3
2,2,2,3,1,0,1,0,1,1,4,2,3,1,4,1,45,15,85,4,5,4,5,4,5,0,0,2,Incorrect,Correct,0,0,0,0.6,0.9,0,Agree,Agree,Disagree,Neither,2012,2,2,3,2
4,4,4,4,1,0,0,0,1,2,1,2,1,4,2,1,73,5,75,3,2,2,2,2,2,1,1,5,Incorrect,Correct,1,1,0,0.4,0.43333333333333335,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,5,4,5,1,1,0,1,1,1,2,2,2,6,2,1,62,16,70,5,1,2,2,3,3,1,1,3,Correct,Correct,0,0,0,0.8,0.5333333333333333,1,Disagree,Disagree Strongly,Agree,Agree Strongly,2012,4,4,5,5
5,4,2,5,1,0,0,0,1,2,4,1,2,5,3,1,61,19,70,4,1,2,4,2,1,1,1,4,Incorrect,Correct,0,1,0,0.4,0.4666666666666667,1,Disagree Strongly,Disagree,Disagree,Agree Strongly,2012,5,2,5,4
4,4,2,4,1,1,1,1,1,1,3,2,3,6,3,1,53,19,50,4,2,1,2,4,2,1,1,5,Correct,Correct,0,0,1,1,0.5,1,Disagree,Disagree,Disagree,Agree,2012,4,2,4,4
2,1,2,4,1,1,1,1,1,2,1,2,3,4,2,1,70,11,60,5,5,4,4,5,4,1,0,4,Correct,Correct,0,1,0,1,0.9,0.5,Agree,Agree Strongly,Disagree,Agree,2012,2,2,4,1
3,4,3,4,1,1,0,1,1,2,2,1,2,6,2,1,48,21,50,2,3,2,2,3,3,1,1,5,Correct,Correct,0,1,0,0.8,0.5,1,Neither,Disagree,Neither,Agree,2012,3,3,4,4
4,4,3,3,1,1,1,1,1,1,3,1,1,6,3,1,30,12,80,4,3,2,3,3,4,0,0,3,Correct,Correct,1,0,1,1,0.6333333333333333,0,Disagree,Disagree,Neither,Neither,2012,4,3,3,4
5,5,4,5,1,1,1,1,1,2,2,1,2,6,2,1,74,8,70,1,1,1,1,1,1,1,1,3,Correct,Correct,0,1,0,1,0.2,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
3,3,3,3,1,0,0,1,0,1,1,2,1,4,2,1,20,15,50,3,3,3,3,3,3,0,1,4,Correct,Incorrect,1,0,0,0.4,0.6,0.5,Neither,Neither,Neither,Neither,2012,3,3,3,3
3,5,3,3,1,1,0,0,1,2,1,2,1,2,2,1,52,9,50,5,5,5,5,5,4,0,0,3,Incorrect,Correct,1,1,0,0.6,0.9666666666666667,0,Neither,Disagree Strongly,Neither,Neither,2012,3,3,3,5
4,3,3,4,1,1,1,1,1,1,1,2,3,5,4,1,75,5,50,3,2,3,3,3,4,1,1,5,Correct,Correct,0,0,0,1,0.6,1,Disagree,Neither,Neither,Agree,2012,4,3,4,3
5,5,4,4,1,1,1,1,1,1,4,1,3,5,5,1,55,24,70,2,1,1,1,2,1,0,0,5,Correct,Correct,0,0,0,1,0.26666666666666666,0,Disagree Strongly,Disagree Strongly,Agree,Agree,2012,5,4,4,5
5,5,5,5,1,1,1,1,1,1,3,2,2,6,4,1,58,5,50,5,1,5,1,2,2,1,1,4,Correct,Correct,0,0,1,1,0.5333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,5,5,5,1,0,1,1,1,2,2,1,3,6,4,1,47,14,50,5,1,5,1,3,2,1,1,2,Correct,Correct,0,1,0,0.8,0.5666666666666667,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,2,4,5,1,1,1,1,1,1,3,1,1,4,2,1,74,11,85,5,1,2,5,5,4,1,0,4,Correct,Correct,1,0,1,1,0.7333333333333333,0.5,Disagree Strongly,Agree,Agree,Agree Strongly,2012,5,4,5,2
4,2,3,4,1,1,0,1,1,1,3,2,2,6,3,1,69,22,60,2,3,3,1,2,2,1,1,5,Correct,Correct,0,0,1,0.8,0.43333333333333335,1,Disagree,Agree,Neither,Agree,2012,4,3,4,2
3,2,1,2,1,1,1,1,1,2,4,1,1,3,4,1,79,19,80,5,4,4,4,3,4,0,0,1,Correct,Correct,1,1,0,1,0.8,0,Neither,Agree,Disagree Strongly,Disagree,2012,3,1,2,2
5,4,3,5,1,1,1,1,1,1,2,1,2,6,4,1,58,18,85,5,1,2,3,3,2,1,1,5,Correct,Correct,0,0,0,1,0.5333333333333333,1,Disagree Strongly,Disagree,Neither,Agree Strongly,2012,5,3,5,4
4,4,4,5,1,0,0,0,1,1,1,2,3,6,3,1,65,21,50,3,3,3,3,3,3,1,1,5,Incorrect,Correct,0,0,0,0.4,0.6,1,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
